close,ema20,ema50,rsi14,trend,bos,future_return,target
77869.38,77429.6578338154,77396.8665818582,33.932891327607024,DOWNTREND,NO_BOS,-1119.3800000000047,0
77387.74,77471.5361353568,77415.39651982454,46.347591231706645,UPTREND,NO_BOS,-850.2700000000041,0
77690.56,77463.5555510371,77414.31195041967,40.19428052655483,DOWNTREND,NO_BOS,-1830.1199999999953,0
77705.81,77485.17502236691,77425.14520726594,47.978538146561846,DOWNTREND,NO_BOS,-1721.3399999999965,0
77672.29,77506.18787737958,77436.15166972611,51.30371372210499,DOWNTREND,NO_BOS,-1693.4599999999919,0
77628.0,77522.00712715296,77445.41199640352,46.35833254916722,DOWNTREND,NO_BOS,-1890.479999999996,0
77615.52,77532.10168647172,77452.57231027006,45.03004125017168,DOWNTREND,NO_BOS,-2076.020000000004,0
77373.57,77540.04628776012,77458.96241574967,49.67653691175927,DOWNTREND,NO_BOS,-2020.9300000000076,0
77616.0,77524.19140321155,77455.61369356341,53.49288048692146,DOWNTREND,NO_BOS,-2126.1600000000035,0
77673.36,77532.93507909616,77461.90335263936,57.77437025597683,DOWNTREND,NO_BOS,-2101.2899999999936,0
77779.98,77546.30888108701,77470.19577018292,57.27531702714956,DOWNTREND,NO_BOS,-2144.7599999999948,0
77655.42,77568.56327336443,77482.34417135222,62.33550779578577,DOWNTREND,NO_BOS,-2115.649999999994,0
77489.0,77576.83534256782,77489.13145875018,62.65321135527677,UPTREND,NO_BOS,-2006.320000000007,0
77423.41,77568.47007184708,77489.1263035051,54.51438056578233,UPTREND,NO_BOS,-2025.0800000000017,0
77408.06,77554.65482690926,77486.54919356373,54.21455339190599,UPTREND,NO_BOS,-2798.699999999997,0
77267.38,77540.69341482266,77483.47118597299,37.925330318068184,UPTREND,BOS_DOWN,-2583.0800000000017,0
77307.11,77514.66356579193,77474.9970218172,46.16521805622807,UPTREND,BOS_DOWN,-2650.199999999997,0
77312.0,77494.89655952602,77468.41321704006,35.322263307380524,UPTREND,BOS_DOWN,-2607.0,0
77428.84,77477.47783957116,77462.27936539144,34.80518879208532,UPTREND,NO_BOS,-2638.8499999999913,0
77533.9,77472.8456643739,77460.96801772903,41.174167446109514,UPTREND,BOS_DOWN,-2779.970000000001,0
77290.01,77478.66036300496,77463.82809546516,46.73254812633656,DOWNTREND,NO_BOS,-2076.1100000000006,0
76774.23,77460.6936617664,77457.01169956457,40.26218012767921,DOWNTREND,BOS_DOWN,-1236.5099999999948,0
